"Subject";"Country";"entry";"nowcast_year";"nowcast_month";"nowcast";"Model"
"EXTRA_IMPORT";"AT";1;2025;2;3384.6809296126;"TRAMO_MV1"
"EXTRA_IMPORT";"BE";1;2025;2;13922.7360241073;"TRAMO_MV1"
"EXTRA_IMPORT";"BG";1;2025;2;1814.95461424073;"TRAMO_MV1"
"EXTRA_IMPORT";"HR";1;2025;2;811.672411187154;"TRAMO_MV1"
"EXTRA_IMPORT";"CY";1;2025;2;425.878681682458;"TRAMO_MV1"
"EXTRA_IMPORT";"CZ";1;2025;2;5048.92302544546;"TRAMO_MV1"
"EXTRA_IMPORT";"DK";1;2025;2;3240.04966459006;"TRAMO_MV1"
"EXTRA_IMPORT";"EE";1;2025;2;271.694814102895;"TRAMO_MV1"
"EXTRA_IMPORT";"FI";1;2025;2;1787.95968297808;"TRAMO_MV1"
"EXTRA_IMPORT";"FR";1;2025;2;21210.7491814068;"TRAMO_MV1"
"EXTRA_IMPORT";"DE";1;2025;2;35675.9092906468;"TRAMO_MV1"
"EXTRA_IMPORT";"EL";1;2025;2;3404.56137946861;"TRAMO_MV1"
"EXTRA_IMPORT";"HU";1;2025;2;3149.30288560378;"TRAMO_MV1"
"EXTRA_IMPORT";"IE";1;2025;2;6797.00783237864;"TRAMO_MV1"
"EXTRA_IMPORT";"IT";1;2025;2;20478.940775699;"TRAMO_MV1"
"EXTRA_IMPORT";"LV";1;2025;2;281.990939406433;"TRAMO_MV1"
"EXTRA_IMPORT";"LT";1;2025;2;1069.65138733859;"TRAMO_MV1"
"EXTRA_IMPORT";"LU";1;2025;2;166.777553531502;"TRAMO_MV1"
"EXTRA_IMPORT";"MT";1;2025;2;264.985958312492;"TRAMO_MV1"
"EXTRA_IMPORT";"NL";1;2025;2;33056.5371246102;"TRAMO_MV1"
"EXTRA_IMPORT";"PL";1;2025;2;9433.49217104067;"TRAMO_MV1"
"EXTRA_IMPORT";"PT";1;2025;2;2102.44688217043;"TRAMO_MV1"
"EXTRA_IMPORT";"RO";1;2025;2;3024.7264104979;"TRAMO_MV1"
"EXTRA_IMPORT";"SK";1;2025;2;1780.60630884631;"TRAMO_MV1"
"EXTRA_IMPORT";"SI";1;2025;2;3891.19306004833;"TRAMO_MV1"
"EXTRA_IMPORT";"ES";1;2025;2;15486.5943044001;"TRAMO_MV1"
"EXTRA_IMPORT";"SE";1;2025;2;4144.06182325409;"TRAMO_MV1"
"EXTRA_IMPORT";"AT";2;2025;2;3372.45985161804;"TRAMO_UV"
"EXTRA_IMPORT";"BE";2;2025;2;13937.78808455;"TRAMO_UV"
