Subject;Country;entry;nowcast_year;nowcast_month;nowcast;Model
EXTRA_IMPORT;AT;1;2024;10;3642.067739;TRAMO_MV1
EXTRA_IMPORT;BE;1;2024;10;15080.75592;TRAMO_MV1
EXTRA_IMPORT;BG;1;2024;10;2004.332971;TRAMO_MV1
EXTRA_IMPORT;HR;1;2024;10;755.9771387;TRAMO_MV1
EXTRA_IMPORT;CY;1;2024;10;413.4975645;TRAMO_MV1
EXTRA_IMPORT;CZ;1;2024;10;5710.338368;TRAMO_MV1
EXTRA_IMPORT;DK;1;2024;10;3335.051406;TRAMO_MV1
EXTRA_IMPORT;EE;1;2024;10;269.1698527;TRAMO_MV1
EXTRA_IMPORT;FI;1;2024;10;1894.171381;TRAMO_MV1
EXTRA_IMPORT;FR;1;2024;10;21997.69889;TRAMO_MV1
EXTRA_IMPORT;DE;1;2024;10;40129.2804;TRAMO_MV1
EXTRA_IMPORT;EL;1;2024;10;3481.674587;TRAMO_MV1
EXTRA_IMPORT;HU;1;2024;10;3827.692469;TRAMO_MV1
EXTRA_IMPORT;IE;1;2024;10;6743.075537;TRAMO_MV1
EXTRA_IMPORT;IT;1;2024;10;20448.42221;TRAMO_MV1
EXTRA_IMPORT;LV;1;2024;10;351.8108813;TRAMO_MV1
EXTRA_IMPORT;LT;1;2024;10;1270.931905;TRAMO_MV1
EXTRA_IMPORT;LU;1;2024;10;151.6777641;TRAMO_MV1
EXTRA_IMPORT;MT;1;2024;10;254.8556479;TRAMO_MV1
EXTRA_IMPORT;NL;1;2024;10;40110.41475;TRAMO_MV1
EXTRA_IMPORT;PL;1;2024;10;11017.92074;TRAMO_MV1
EXTRA_IMPORT;PT;1;2024;10;2297.754495;TRAMO_MV1
EXTRA_IMPORT;RO;1;2024;10;3391.54907;TRAMO_MV1
EXTRA_IMPORT;SK;1;2024;10;2002.861429;TRAMO_MV1
EXTRA_IMPORT;SI;1;2024;10;3478.307332;TRAMO_MV1
EXTRA_IMPORT;ES;1;2024;10;17027.99031;TRAMO_MV1
EXTRA_IMPORT;SE;1;2024;10;5073.641324;TRAMO_MV1
EXTRA_IMPORT;AT;2;2024;10;3899.850728;TRAMO_UV
EXTRA_IMPORT;BE;2;2024;10;15662.92808;TRAMO_UV
EXTRA_IMPORT;BG;2;2024;10;1878.554509;TRAMO_UV
EXTRA_IMPORT;HR;2;2024;10;743.9816809;TRAMO_UV
EXTRA_IMPORT;CY;2;2024;10;375.0207198;TRAMO_UV
EXTRA_IMPORT;CZ;2;2024;10;5754.203368;TRAMO_UV
EXTRA_IMPORT;DK;2;2024;10;3392.346957;TRAMO_UV
EXTRA_IMPORT;EE;2;2024;10;275.6629105;TRAMO_UV
EXTRA_IMPORT;FI;2;2024;10;1860.783882;TRAMO_UV
EXTRA_IMPORT;FR;2;2024;10;21664.43167;TRAMO_UV
EXTRA_IMPORT;DE;2;2024;10;39541.69632;TRAMO_UV
EXTRA_IMPORT;EL;2;2024;10;3383.033829;TRAMO_UV
EXTRA_IMPORT;HU;2;2024;10;3795.673473;TRAMO_UV
EXTRA_IMPORT;IE;2;2024;10;6538.318956;TRAMO_UV
EXTRA_IMPORT;IT;2;2024;10;21439.84655;TRAMO_UV
EXTRA_IMPORT;LV;2;2024;10;342.1540627;TRAMO_UV
EXTRA_IMPORT;LT;2;2024;10;1254.349815;TRAMO_UV
EXTRA_IMPORT;LU;2;2024;10;148.8473699;TRAMO_UV
EXTRA_IMPORT;MT;2;2024;10;263.7158638;TRAMO_UV
EXTRA_IMPORT;NL;2;2024;10;39961.10384;TRAMO_UV
EXTRA_IMPORT;PL;2;2024;10;11018.6235;TRAMO_UV
EXTRA_IMPORT;PT;2;2024;10;2382.40673;TRAMO_UV
EXTRA_IMPORT;RO;2;2024;10;3303.469204;TRAMO_UV
EXTRA_IMPORT;SK;2;2024;10;2007.17393;TRAMO_UV
EXTRA_IMPORT;SI;2;2024;10;3513.287619;TRAMO_UV
EXTRA_IMPORT;ES;2;2024;10;16922.29873;TRAMO_UV
EXTRA_IMPORT;SE;2;2024;10;4895.494514;TRAMO_UV
EXTRA_IMPORT;AT;3;2024;10;3770.959234;TRAMO_AVG
EXTRA_IMPORT;BE;3;2024;10;15371.842;TRAMO_AVG
EXTRA_IMPORT;BG;3;2024;10;1941.44374;TRAMO_AVG
EXTRA_IMPORT;HR;3;2024;10;749.9794098;TRAMO_AVG
EXTRA_IMPORT;CY;3;2024;10;394.2591421;TRAMO_AVG
EXTRA_IMPORT;CZ;3;2024;10;5732.270868;TRAMO_AVG
EXTRA_IMPORT;DK;3;2024;10;3363.699181;TRAMO_AVG
EXTRA_IMPORT;EE;3;2024;10;272.4163816;TRAMO_AVG
EXTRA_IMPORT;FI;3;2024;10;1877.477632;TRAMO_AVG
EXTRA_IMPORT;FR;3;2024;10;21831.06528;TRAMO_AVG
EXTRA_IMPORT;DE;3;2024;10;39835.48836;TRAMO_AVG
EXTRA_IMPORT;EL;3;2024;10;3432.354208;TRAMO_AVG
EXTRA_IMPORT;HU;3;2024;10;3811.682971;TRAMO_AVG
EXTRA_IMPORT;IE;3;2024;10;6640.697247;TRAMO_AVG
EXTRA_IMPORT;IT;3;2024;10;20944.13438;TRAMO_AVG
EXTRA_IMPORT;LV;3;2024;10;346.982472;TRAMO_AVG
EXTRA_IMPORT;LT;3;2024;10;1262.64086;TRAMO_AVG
EXTRA_IMPORT;LU;3;2024;10;150.262567;TRAMO_AVG
EXTRA_IMPORT;MT;3;2024;10;259.2857559;TRAMO_AVG
EXTRA_IMPORT;NL;3;2024;10;40035.7593;TRAMO_AVG
EXTRA_IMPORT;PL;3;2024;10;11018.27212;TRAMO_AVG
EXTRA_IMPORT;PT;3;2024;10;2340.080612;TRAMO_AVG
EXTRA_IMPORT;RO;3;2024;10;3347.509137;TRAMO_AVG
EXTRA_IMPORT;SK;3;2024;10;2005.017679;TRAMO_AVG
EXTRA_IMPORT;SI;3;2024;10;3495.797475;TRAMO_AVG
EXTRA_IMPORT;ES;3;2024;10;16975.14452;TRAMO_AVG
EXTRA_IMPORT;SE;3;2024;10;4984.567919;TRAMO_AVG
EXTRA_IMPORT;AT;4;2024;10;3913.210542;LSTM
EXTRA_IMPORT;BE;4;2024;10;16104.78759;LSTM
EXTRA_IMPORT;BG;4;2024;10;1898.64251;LSTM
EXTRA_IMPORT;HR;4;2024;10;831.197294;LSTM
EXTRA_IMPORT;CY;4;2024;10;341.228443;LSTM
